ID,NUMBER,CONCEPTICON_ID,CONCEPTICON_GLOSS,ENGLISH,DIACL_ID,DIACL_CATEGORY,DIACL_NOTE
Carling-2017-97j-6,6,677,AXE,axe,12481,Agricultural tools etc.,
Carling-2017-97j-7,7,1769,AXLE,axle,12482,Agricultural tools etc.,
Carling-2017-97j-8,8,212,FIELD,cultivated field,12483,Agricultural tools etc.,
Carling-2017-97j-9,9,1794,FURROW,furrow,12484,Agricultural tools etc.,
Carling-2017-97j-10,10,,,hub,12485,Agricultural tools etc.,
Carling-2017-97j-11,11,2154,PLOUGH (INSTRUMENT),plough (noun),12486,Agricultural tools etc.,
Carling-2017-97j-12,12,1948,SAW,saw,12487,Agricultural tools etc.,
Carling-2017-97j-13,13,20,SCYTHE,scythe,12488,Agricultural tools etc.,
Carling-2017-97j-14,14,341,SICKLE,sickle,12489,Agricultural tools etc.,
Carling-2017-97j-15,15,1176,SPADE,spade,12490,Agricultural tools etc.,
Carling-2017-97j-16,16,959,WAGON,wagon,12491,Agricultural tools etc.,
Carling-2017-97j-17,17,710,WHEEL,wheel,12492,Agricultural tools etc.,
Carling-2017-97j-18,18,14,YOKE,yoke,12493,Agricultural tools etc.,
Carling-2017-97j-19,19,1320,APPLE,apple,12494,Crops & fruit,
Carling-2017-97j-20,20,932,BARLEY,barley,12495,Crops & fruit,
Carling-2017-97j-21,21,,*FLAX,flax,12496,Crops & fruit,
Carling-2017-97j-22,22,605,GRAIN,grain (generic),12497,Crops & fruit,
Carling-2017-97j-23,23,920,GRAPE,grape,12498,Crops & fruit,
Carling-2017-97j-24,24,,*HOPS,hops,12499,Crops & fruit,
Carling-2017-97j-25,25,23,RYE,rye,12500,Crops & fruit,
Carling-2017-97j-26,26,60,OAT,oats,12501,Crops & fruit,
Carling-2017-97j-27,27,3062,TURNIP,turnip,12502,Crops & fruit,
Carling-2017-97j-28,28,1077,WHEAT,wheat,12503,Crops & fruit,
Carling-2017-97j-29,29,665,BEE,bee,12504,Farm animals,
Carling-2017-97j-30,30,1008,BULL,bull,12505,Farm animals,
Carling-2017-97j-31,31,1989,CALF,calf,12506,Farm animals,
Carling-2017-97j-32,32,1208,CAT,cat,12507,Farm animals,
Carling-2017-97j-33,33,1153,CATTLE,cattle,12508,Farm animals,
Carling-2017-97j-34,34,1318,CHICKEN,chicken,12509,Farm animals,
Carling-2017-97j-35,35,1007,COW,cow,12510,Farm animals,
Carling-2017-97j-36,36,2009,DOG,dog,12511,Farm animals,
Carling-2017-97j-37,37,1862,DONKEY,donkey,12512,Farm animals,
Carling-2017-97j-38,38,1360,DUCK,duck,12513,Farm animals,
Carling-2017-97j-39,39,1502,GOAT,goat,12514,Farm animals,
Carling-2017-97j-40,40,1514,HEN,hen,12515,Farm animals,
Carling-2017-97j-41,41,615,HORSE,horse,12516,Farm animals,
Carling-2017-97j-42,42,1972,KID,kid,12517,Farm animals,
Carling-2017-97j-43,43,820,LAMB,lamb,12518,Farm animals,
Carling-2017-97j-44,44,1169,OX,ox,12519,Farm animals,
Carling-2017-97j-45,45,1337,PIG,pig,12520,Farm animals,
Carling-2017-97j-46,46,2564,PIGLET,piglet,12521,Farm animals,
Carling-2017-97j-47,47,1344,RAM,ram,12522,Farm animals,
Carling-2017-97j-48,48,1511,ROOSTER,rooster,12523,Farm animals,
Carling-2017-97j-49,49,1331,SHEEP,sheep,12524,Farm animals,
Carling-2017-97j-50,50,1825,COPPER,copper,12525,Metals & materials,
Carling-2017-97j-51,51,1369,GOLD,gold,12526,Metals & materials,
Carling-2017-97j-52,52,621,IRON,iron,12527,Metals & materials,
Carling-2017-97j-53,53,629,LEATHER,leather,12528,Metals & materials,
Carling-2017-97j-54,54,759,SILVER,silver,12529,Metals & materials,
Carling-2017-97j-55,55,857,STONE,stone,12530,Metals & materials,
Carling-2017-97j-56,56,1803,WOOD,wood,12531,Metals & materials,
Carling-2017-97j-57,57,580,FUR,fur,12532,Products,
Carling-2017-97j-58,58,323,FAT (ORGANIC SUBSTANCE),grease,12533,Products,
Carling-2017-97j-59,59,942,HONEY,honey,12534,Products,
Carling-2017-97j-60,60,941,MEAD,mead,12535,Products,
Carling-2017-97j-61,61,634,MEAT,meat,12536,Products,
Carling-2017-97j-62,62,635,MILK,milk,12537,Products,
Carling-2017-97j-63,63,1274,SALT,salt,12538,Products,
Carling-2017-97j-64,64,1931,BEESWAX,wax (bees),12539,Products,
Carling-2017-97j-65,65,1524,WINE,wine,12540,Products,
Carling-2017-97j-66,66,964,WOOL,wool,12541,Products,
Carling-2017-97j-67,67,1276,AUTUMN,autumn,12542,Seasons,
Carling-2017-97j-68,68,611,HARVEST,harvest,12543,Seasons,
Carling-2017-97j-69,69,1537,SPRINGTIME,spring,12544,Seasons,
Carling-2017-97j-70,70,1342,SUMMER,summer,12545,Seasons,
Carling-2017-97j-71,71,1471,WINTER,winter,12546,Seasons,
Carling-2017-97j-72,72,646,ASH,ash,12547,Trees,
Carling-2017-97j-73,73,1950,BEECH,beech,12548,Trees,
Carling-2017-97j-74,74,1855,BIRCH,birch,12549,Trees,
Carling-2017-97j-75,75,,*ELM,elm,12550,Trees,
Carling-2017-97j-76,76,644,OAK,oak,12551,Trees,
Carling-2017-97j-77,77,977,ARROW,arrow,12552,Weapons etc.,
Carling-2017-97j-78,78,994,BOW,bow,12553,Weapons etc.,
Carling-2017-97j-79,79,1352,KNIFE,knife,12554,Weapons etc.,
Carling-2017-97j-80,80,945,SPEAR,spear,12555,Weapons etc.,
Carling-2017-97j-81,81,1535,SWORD,sword,12556,Weapons etc.,
Carling-2017-97j-82,82,1820,BEAR,bear,12557,Wild animals,
Carling-2017-97j-83,83,3142,BISON,bison,12558,Wild animals,
Carling-2017-97j-84,84,1936,DEER,deer,12559,Wild animals,
Carling-2017-97j-85,85,1905,EAGLE,eagle,12560,Wild animals,
Carling-2017-97j-86,86,1312,FOX,fox,12561,Wild animals,
Carling-2017-97j-87,87,1190,HARE,hare,12562,Wild animals,
Carling-2017-97j-88,88,,*JACKAL,jackal,12563,Wild animals,
Carling-2017-97j-89,89,1139,LEOPARD,leopard,12564,Wild animals,
Carling-2017-97j-90,90,1386,LION,lion,12565,Wild animals,
Carling-2017-97j-91,91,,*LYNX,lynx,12566,Wild animals,
Carling-2017-97j-92,92,735,OWL,owl,12567,Wild animals,
Carling-2017-97j-93,93,1136,RABBIT,rabbit,12568,Wild animals,
Carling-2017-97j-94,94,2543,RAVEN,raven,12569,Wild animals,
Carling-2017-97j-95,95,730,SNAKE,snake,12570,Wild animals,
Carling-2017-97j-96,96,3154,WILD BOAR,wild boar,12571,Wild animals,
Carling-2017-97j-97,97,522,WOLF,wolf,12572,Wild animals,
