DIACL_ID	CHECKED	COMMENT	CONCEPT	CONCEPT_ID	CORRECT	DIACL_ID	ENGLISH	FORM	GLOTTOCODE	LANGUAGE	LATITUDE	LONGITUDE	PROBLEM
43900-3080-4	T	MEANING: Translation given is stone, rock; sky. It's not clear whether the the word includes the meaning stone (of fruit).	STONE (OF FRUIT)	1762	F	85486	stone	áśman-	sans1269	Sanskrit	20	77	
43900-3080-5	T	MEANING: Translation given is to coagulate	STONE (OF FRUIT)	1762	F	85774	stone	styai-	sans1269	Sanskrit	20	77	
43900-3047-1	T		LEATHER	629	T	86218	leather	cárman-	sans1269	Sanskrit	20	77	
43900-3047-2	T	MEANING: Translation given is hide, skin	LEATHER	629	F	86358	leather	ajína-	sans1269	Sanskrit	20	77	
43900-3047-3	F		LEATHER	629		86404	leather	dṛ-	sans1269	Sanskrit	20	77	
43900-3045-2	F		KNIFE	1352		86918	knife	śíśā-	sans1269	Sanskrit	20	77	
43900-3045-3	F		KNIFE	1352		86976	knife	śastrá-	sans1269	Sanskrit	20	77	
43900-3045-4	F		KNIFE	1352		86977	knife	śas-	sans1269	Sanskrit	20	77	
43900-3045-5	F		KNIFE	1352		86985	knife	kṛti-	sans1269	Sanskrit	20	77	
43900-3045-6	T		KNIFE	1352	T	86991	knife	churikā-	sans1269	Sanskrit	20	77	
43900-3045-7	T		KNIFE	1352	T	86992	knife	kṣurikā-	sans1269	Sanskrit	20	77	
43900-3045-8	T	MEANING: Translation given is razor	KNIFE	1352	F	86993	knife	kṣurá-	sans1269	Sanskrit	20	77	
43900-3077-2	F		SPEAR	945		87119	spear	héṣas-	sans1269	Sanskrit	20	77	
43900-3077-3	F		SPEAR	945		87486	spear	ṛṣṭi-	sans1269	Sanskrit	20	77	
43900-3077-4	F		SPEAR	945		87556	spear	śalyá-	sans1269	Sanskrit	20	77	
43900-3011-2	T	MEANING: Translation given is bowstring	BOW	994	F	87849	bow	jiyā́-	sans1269	Sanskrit	20	77	
43900-3011-3	F		BOW	994		87862	bow	dhanvan-	sans1269	Sanskrit	20	77	
43900-3003-1	T	MEANING: Translation given is reed	ARROW	977	F	88160	arrow	naḍá-	sans1269	Sanskrit	20	77	
43900-3003-2	T	MEANING: Translation given is pipe, flute, vein	ARROW	977	F	88162	arrow	nāḍī́-	sans1269	Sanskrit	20	77	
43900-3003-3	T		ARROW	977	T	88262	arrow	íṣu-	sans1269	Sanskrit	20	77	
43900-3082-1	F		SWORD	1535		88495	sword	śáru-	sans1269	Sanskrit	20	77	
43900-3086-9	F		WEAVE	133		94008	to weave	vabh-	sans1269	Sanskrit	20	77	
43900-3029-3	T		FURROW	1794	T	94017	furrow	sītā-	sans1269	Sanskrit	20	77	
43900-3011-4	F		BOW	994		94247	bow	bhuj-	sans1269	Sanskrit	20	77	
43900-1023-6	F		EAT	1336		94247	to eat	bhuj-	sans1269	Sanskrit	20	77	
